bb-12790	601.417	-193.604
leaf-13112	753.31	-409.139
leaf-13113	713.239	-490.807
bb-12813	601.547	-214.862
bb-12818	660.859	-248.123
bb-12804	556.696	-374.312
bb-12791	604.993	-151.781
bb-12797	638.426	-232.551
bb-12796	652.094	-193.119
bb-12803	657.24	-231.269
bb-12805	558.644	-409.061
bb-12798	575.377	-162.48
bb-12802	622.323	-180.308
bb-12887	498.549	-436.124
leaf-12824	604.161	-344.517
bb-12817	643.519	-193.429
bb-12819	559.496	-299.245
leaf-12828	483.857	-170.18
gw-12827	616.524	-346.254
leaf-12878	737.603	-251.798
bb-12886	319.395	-306.775
leaf-12889	717.866	-772.005
leaf-12883	580.278	-846.512
bb-12870	707.561	-427.797
leaf-12882	734.707	-766.125
bb-12941	338.747	-430.625
bb-12884	181.617	-475.759
bb-13012	234.497	-494.272
leaf-12890	671.145	-731.499
leaf-12892	596.975	-864.058
leaf-12891	716.095	-787.672
leaf-12895	706.195	-800.82
leaf-12894	694.956	-812.642
leaf-12897	626.381	-855.779
leaf-12896	665.794	-813.297
leaf-12893	611.611	-860.655
leaf-12899	641.194	-849.848
leaf-12901	658.402	-738.153
leaf-12898	582.463	-866.236
leaf-12900	631.945	-832.711
leaf-12902	669.51	-833.605
leaf-12903	693.35	-790.439
leaf-12916	644.345	-294.139
leaf-12924	213.917	-715.526
leaf-12915	642.316	-324.374
leaf-12917	660.024	-285.457
leaf-12919	678.083	-325.235
leaf-12925	249.345	-800.993
leaf-12926	262.999	-750.479
leaf-12929	233.003	-732.859
leaf-12923	291.174	-814.177
leaf-12927	246.329	-741.444
leaf-12939	114.599	-245.366
gw-13072	168.911	-324.75
gw-13073	170.534	-320.493
gw-12990	255.234	-389.302
gw-12991	258.506	-429.659
gw-12992	278.49	-416.246
gw-12993	291.955	-435.661
bb-12963	249.241	-471.528
leaf-12930	221.971	-725.17
leaf-13079	96.2742	-269.062
bb-12940	693.329	-505.814
bb-12942	189.837	-505.253
leaf-12938	75.2505	-357.459
leaf-13007	163.068	-449.102
bb-13009	231.028	-349.553
bb-13014	223.134	-394.201
leaf-12970	169.542	-380.221
leaf-12943	692.879	-383.873
bb-12944	717.177	-443.612
leaf-12958	315.566	-600.647
bb-12953	200.643	-508.674
leaf-12955	404.222	-604.278
gw-12954	333.566	-477.962
bb-12971	198.489	-421.582
leaf-12959	382.381	-609.276
leaf-12956	293.115	-589.846
leaf-12957	432.852	-602.967
leaf-12964	123.33	-486.012
bb-12969	200.742	-461.364
leaf-12968	159.31	-418.456
bb-12966	198.757	-386.076
bb-12967	174.861	-445.914
bb-12965	182.771	-419.98
bb-12973	191.306	-378.609
leaf-12972	187.321	-352.457
bb-12975	203.159	-359.777
leaf-12987	192.649	-501.422
bb-12974	189.75	-395.05
bb-12979	185.28	-434.889
leaf-12978	162.842	-399.306
bb-12976	210.396	-477.144
bb-12977	192.055	-445.988
bb-12981	184.252	-404.088
leaf-12980	169.869	-469.435
bb-12983	207.615	-448.35
leaf-12982	186.531	-484.453
bb-12985	185.803	-492.329
bb-12984	172.243	-427.59
leaf-12986	178.472	-363.971
leaf-13095	703.376	-402.769
gw-12989	168.093	-489.71
bb-13021	335.863	-415.342
bb-13020	273.376	-349.951
bb-13019	293.888	-329.293
bb-13025	302.826	-350.783
bb-13026	320.435	-331.896
bb-13027	307.161	-311.379
leaf-13017	80.6068	-306.046
bb-13018	301.914	-391.43
bb-13028	365.551	-359.553
leaf-13023	288.712	-298.828
bb-13024	273.784	-365.644
bb-13022	275.963	-321.006
bb-13029	343.708	-403.778
bb-13031	388.187	-454.709
bb-13030	290.161	-314.003
leaf-13032	283.663	-343.141
leaf-13061	106.124	-263.15
leaf-13062	87.4453	-286.734
leaf-13063	91.4902	-299.044
leaf-13066	80.1097	-337.312
bb-13055	705.506	-482.776
leaf-13065	73.9713	-346.703
leaf-13067	75.7141	-326.038
leaf-13064	99.1352	-280.996
leaf-13070	108.463	-253.034
leaf-13068	74.0042	-367.797
leaf-13069	85.2911	-318.071
leaf-13100	749.996	-369.921
leaf-13093	676.904	-454.493
leaf-13094	707.355	-355.999
leaf-13098	708.747	-436.137
gw-13099	705.315	-388.787
bb-13096	717.407	-420.538
leaf-13119	692.639	-430.603
leaf-13097	689.042	-460.486
leaf-13102	737.808	-469.86
leaf-13101	707.405	-371.654
leaf-13108	751.385	-427.458
leaf-13106	744.653	-347.121
leaf-13105	702.359	-346.218
leaf-13103	678.148	-470.779
leaf-13104	748.324	-442.516
leaf-13107	697.217	-414.189
leaf-13111	810.498	-306.232
leaf-13109	695.278	-357.988
bb-13110	711.168	-458.616
bb-13122	712.589	-470.969
